Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,200212/0000,-6.11,106.65,8,-1.15,-1.76,-2.02,232.21,39.0,21.6,23.7,45.3,291.48,355.2,-69.58,-56.53,253.47,252.64,771.45,782.22,229.51,279.68,293.26,922.85,348.09,300.08,16.36,5779.0,61.0,2020-02-12,00,2020-02-12 00:00:00,2020,2,12,0,0,0,0
WIII,96749,200212/1200,-6.11,106.65,8,-1.4,-2.31,-2.76,222.2,39.6,21.4,23.5,44.9,906.11,998.85,-47.09,-33.18,163.42,161.71,821.82,826.57,123.7,136.36,294.5,925.94,353.03,301.06,17.63,5808.0,64.54,2020-02-12,12,2020-02-12 12:00:00,2020,2,12,12,1,1,1
WIII,96749,200213/0000,-6.11,106.65,8,-3.96,-4.61,-4.98,237.61,40.2,24.4,25.3,49.7,673.25,750.13,-31.92,-26.79,,,845.4,848.27,313.48,349.27,294.5,934.56,351.59,300.27,17.47,5780.0,64.13,2020-02-13,00,2020-02-13 00:00:00,2020,2,13,0,1,1,1
WIII,96749,200213/1200,-6.11,106.65,8,-1.01,-2.92,-3.2,207.38,39.6,21.1,23.9,45.0,727.4,815.09,-56.14,-41.4,171.75,171.64,793.11,826.76,381.98,428.04,294.93,937.19,353.09,300.46,17.89,5789.0,64.94,2020-02-13,12,2020-02-13 12:00:00,2020,2,13,12,1,1,1
WIII,96749,200214/0000,-6.11,106.65,8,0.85,-1.7,-2.2,207.19,32.8,19.6,21.7,41.3,1011.27,1152.48,-19.41,-11.6,152.28,151.9,858.79,871.59,288.26,328.52,295.59,951.98,353.63,299.79,18.35,5790.0,60.15,2020-02-14,00,2020-02-14 00:00:00,2020,2,14,0,1,1,1
WIII,96749,200214/1200,-6.11,106.65,8,-0.8,-3.22,-3.54,198.79,37.5,20.5,24.9,45.4,776.38,883.29,-74.87,-48.4,177.49,175.96,785.96,807.35,720.83,820.09,294.74,930.43,353.36,300.89,17.82,5801.0,60.66,2020-02-14,12,2020-02-14 12:00:00,2020,2,14,12,0,0,0
WIII,96749,200215/0000,-6.11,106.65,8,-0.93,-2.52,-2.99,204.18,36.1,21.2,23.7,44.9,653.04,758.63,-62.57,-48.33,158.72,158.35,808.0,814.47,1385.84,1609.92,294.38,932.71,351.34,300.31,17.42,5802.0,60.05,2020-02-15,00,2020-02-15 00:00:00,2020,2,15,0,1,1,1
WIII,96749,200215/1200,-6.11,106.65,8,-0.7,-2.0,-2.67,213.6,37.0,20.7,23.1,43.8,613.3,730.01,-55.65,-44.98,156.14,153.9,798.29,820.72,218.97,260.64,295.05,939.18,353.31,300.41,17.99,5802.0,62.57,2020-02-15,12,2020-02-15 12:00:00,2020,2,15,12,0,0,1
WIII,96749,200216/0000,-6.11,106.65,8,-0.94,-3.27,-3.76,192.0,36.3,20.9,25.1,46.0,588.29,684.52,-47.74,-35.31,179.64,179.56,810.15,823.12,122.68,142.75,294.92,948.03,351.2,299.47,17.66,5783.0,61.75,2020-02-16,00,2020-02-16 00:00:00,2020,2,16,0,1,1,1
WIII,96749,200216/1200,-6.11,106.65,8,0.29,-1.67,-1.81,226.59,36.6,19.7,23.1,42.8,597.74,654.55,-75.23,-55.55,176.65,173.66,748.88,768.34,70.16,76.83,295.74,963.37,352.39,298.92,18.29,5789.0,67.01,2020-02-16,12,2020-02-16 12:00:00,2020,2,16,12,0,0,0
WIII,96749,200217/0000,-6.11,106.65,8,1.38,-1.5,-1.61,207.62,35.0,18.7,23.7,42.4,437.42,494.45,-101.93,-73.13,222.84,222.84,747.33,765.83,43.07,48.69,293.78,930.67,349.02,299.88,16.79,5776.0,60.32,2020-02-17,00,2020-02-17 00:00:00,2020,2,17,0,0,0,1
WIII,96749,200217/1200,-6.11,106.65,8,0.92,-3.08,-3.4,207.61,35.8,19.0,23.9,42.9,1168.06,1272.13,-45.71,-31.29,155.01,154.92,832.58,853.1,712.53,776.01,295.2,938.1,354.15,300.65,18.18,5798.0,63.9,2020-02-17,12,2020-02-17 12:00:00,2020,2,17,12,0,1,1
WIII,96749,200218/0000,-6.11,106.65,8,-0.57,-2.68,-2.89,215.4,35.8,21.1,23.9,45.0,502.01,576.13,-53.33,-40.56,,,792.49,836.15,127.46,146.28,294.87,956.92,349.54,298.62,17.45,5775.0,60.73,2020-02-18,00,2020-02-18 00:00:00,2020,2,18,0,0,0,1
WIII,96749,200218/1200,-6.11,106.65,8,-0.89,-2.29,-2.64,230.58,36.6,21.6,21.9,43.5,1002.06,1107.54,-19.85,-13.58,145.82,145.78,889.03,898.64,450.34,497.74,294.87,936.2,352.99,300.49,17.84,5789.0,63.8,2020-02-18,12,2020-02-18 12:00:00,2020,2,18,12,1,1,1
WIII,96749,200219/0000,-6.11,106.65,8,0.61,-1.49,-1.67,211.21,32.2,20.6,22.1,42.7,265.8,330.6,-19.38,-17.66,283.55,278.8,867.36,877.43,57.63,71.67,293.94,945.28,347.36,298.73,16.66,5758.0,59.74,2020-02-19,00,2020-02-19 00:00:00,2020,2,19,0,1,1,1
WIII,96749,200219/1200,-6.11,106.65,8,0.54,-0.99,-1.21,218.21,35.5,19.5,23.9,43.4,91.35,130.69,-100.39,-78.87,289.8,289.42,683.99,699.42,12.83,18.35,293.41,929.6,347.63,299.61,16.41,5795.0,60.23,2020-02-19,12,2020-02-19 12:00:00,2020,2,19,12,1,1,1
WIII,96749,200220/0000,-6.11,106.65,8,-0.69,-1.98,-2.12,257.82,38.6,21.8,22.7,44.5,226.93,251.43,-9.97,-8.39,,,874.23,884.76,9.64,10.68,294.63,962.18,347.63,297.91,17.09,5770.0,66.6,2020-02-20,00,2020-02-20 00:00:00,2020,2,20,0,0,0,0
WIII,96749,200220/1200,-6.11,106.65,8,-0.21,-2.7,-3.21,254.21,38.1,20.3,22.7,43.0,1431.29,1578.98,-23.44,-13.46,147.28,147.06,850.85,874.08,62.19,68.6,295.14,925.88,356.01,301.72,18.36,5791.0,62.36,2020-02-20,12,2020-02-20 12:00:00,2020,2,20,12,1,1,1
WIII,96749,200221/0000,-6.11,106.65,8,0.22,-2.19,-2.51,270.6,35.5,20.7,22.1,42.8,891.75,992.36,-5.15,-2.71,182.56,182.47,908.33,929.72,42.81,47.64,295.08,953.74,350.98,299.12,17.75,5784.0,62.06,2020-02-21,00,2020-02-21 00:00:00,2020,2,21,0,0,0,0
WIII,96749,200221/1200,-6.11,106.65,8,1.62,-1.32,-1.66,219.39,34.3,18.3,23.3,41.6,342.4,454.48,-70.1,-39.81,222.58,222.74,749.09,785.8,24.64,32.71,292.79,894.96,350.74,302.23,16.38,5797.0,55.28,2020-02-21,12,2020-02-21 12:00:00,2020,2,21,12,0,1,1
WIII,96749,200222/0000,-6.11,106.65,8,-0.85,-3.42,-4.01,237.81,30.5,21.3,23.1,44.4,1244.68,1424.01,-5.1,-2.48,155.25,154.92,917.41,932.4,629.87,720.62,296.02,958.04,354.58,299.68,18.72,5785.0,57.94,2020-02-22,00,2020-02-22 00:00:00,2020,2,22,0,0,0,0
WIII,96749,200222/1200,-6.11,106.65,8,1.29,-2.2,-2.95,223.22,32.2,18.4,23.1,41.5,1163.07,1359.19,-53.77,-29.71,147.26,147.27,794.76,835.76,94.42,110.34,295.14,927.56,355.71,301.56,18.32,5800.0,54.3,2020-02-22,12,2020-02-22 12:00:00,2020,2,22,12,0,1,1
WIII,96749,200223/0000,-6.11,106.65,8,0.24,-1.11,-1.73,240.21,32.3,20.3,22.7,43.0,186.0,261.32,-35.27,-25.51,244.77,244.8,803.27,818.59,26.25,36.87,294.06,941.26,348.5,299.2,16.86,5790.0,54.98,2020-02-23,00,2020-02-23 00:00:00,2020,2,23,0,0,0,0
WIII,96749,200223/1200,-6.11,106.65,8,0.0,-2.05,-3.03,239.8,36.6,20.0,22.3,42.3,1097.07,1293.81,-2.65,-1.74,136.25,136.1,927.04,929.53,178.34,210.33,295.48,935.94,355.88,301.14,18.55,5806.0,58.19,2020-02-23,12,2020-02-23 12:00:00,2020,2,23,12,0,0,1
WIII,96749,200224/0000,-6.11,106.65,8,0.51,-1.0,-1.49,270.01,35.4,20.3,20.7,41.0,595.4,711.9,-5.05,-3.07,188.96,188.99,918.0,924.03,204.53,244.55,294.82,939.58,352.16,300.13,17.72,5792.0,60.01,2020-02-24,00,2020-02-24 00:00:00,2020,2,24,0,0,0,0
WIII,96749,200224/1200,-6.11,106.65,8,-1.1,-3.14,-3.46,240.59,36.6,21.1,23.5,44.6,749.15,896.35,-26.47,-15.44,174.67,174.53,822.77,855.09,121.91,145.86,294.96,923.8,355.53,301.73,18.19,5810.0,61.99,2020-02-24,12,2020-02-24 12:00:00,2020,2,24,12,1,1,1
WIII,96749,200225/0000,-6.11,106.65,8,,,,,,,,,256.26,292.56,-32.8,-30.23,,,836.85,839.13,,,294.87,961.23,348.81,298.23,17.39,,40.89,2020-02-25,00,2020-02-25 00:00:00,2020,2,25,0,0,0,0
WIII,96749,200225/1200,-6.11,106.65,8,0.06,-1.7,-1.94,238.59,34.8,20.3,21.9,42.2,558.57,657.9,-29.79,-20.04,176.9,176.33,852.53,864.78,125.29,147.57,294.33,918.4,353.58,301.59,17.6,5805.0,64.58,2020-02-25,12,2020-02-25 12:00:00,2020,2,25,12,0,0,0
WIII,96749,200226/0000,-6.11,106.65,8,-0.32,-1.44,-1.76,216.39,31.3,20.5,23.1,43.6,391.96,448.91,-121.19,-15.04,209.95,210.01,622.17,874.3,349.4,400.17,294.82,949.18,350.57,299.26,17.54,5805.0,60.08,2020-02-26,00,2020-02-26 00:00:00,2020,2,26,0,0,0,0
WIII,96749,200226/1200,-6.11,106.65,8,0.28,-2.13,-2.51,224.39,34.8,19.9,22.5,42.4,747.53,862.75,-33.88,-21.23,176.47,176.3,840.39,860.89,309.06,356.69,294.67,923.15,354.3,301.49,17.87,5795.0,62.78,2020-02-26,12,2020-02-26 12:00:00,2020,2,26,12,0,0,1
WIII,96749,200227/0000,-6.11,106.65,8,0.54,1.9,1.99,203.22,35.6,22.4,22.5,44.9,17.68,19.55,-55.89,-62.02,682.87,682.89,759.22,758.86,3.62,4.0,290.79,977.1,330.27,292.74,13.23,5687.0,52.39,2020-02-27,00,2020-02-27 00:00:00,2020,2,27,0,1,1,1
WIII,96749,200227/1200,-6.11,106.65,8,-0.38,-2.84,-3.15,223.0,34.9,20.1,23.9,44.0,823.6,944.87,-66.23,-50.84,185.27,184.56,821.81,837.63,132.03,151.47,294.59,915.86,355.22,302.1,17.94,5804.0,62.6,2020-02-27,12,2020-02-27 12:00:00,2020,2,27,12,0,1,1
WIII,96749,200228/0000,-6.11,106.65,8,-1.62,-2.95,-3.19,225.19,35.6,21.8,23.5,45.3,822.07,914.75,-35.66,-26.6,182.77,182.66,827.14,846.82,723.66,805.24,295.86,958.46,353.78,299.49,18.53,5796.0,65.78,2020-02-28,00,2020-02-28 00:00:00,2020,2,28,0,0,1,1
WIII,96749,200229/0000,-6.11,106.65,8,-1.21,-2.36,-2.59,229.61,35.3,21.3,23.5,44.8,544.07,639.99,-67.57,-40.39,194.97,194.94,715.56,775.54,2928.73,3445.06,294.79,936.34,352.6,300.4,17.75,5806.0,60.39,2020-02-29,00,2020-02-29 00:00:00,2020,2,29,0,1,1,1
WIII,96749,200229/1200,-6.11,106.65,8,-0.24,-3.56,-3.99,212.58,38.0,20.5,23.3,43.8,917.49,1060.76,-7.86,-4.82,171.89,171.23,903.32,925.9,118.36,136.85,295.79,945.97,355.6,300.54,18.72,5799.0,64.08,2020-02-29,12,2020-02-29 12:00:00,2020,2,29,12,1,1,1
WIII,96749,200301/0000,-6.11,106.65,8,,,,,,,,,,,,,,,,,,,,,,287.58,,,,2020-03-01,00,2020-03-01 00:00:00,2020,3,1,0,0,0,1
WIII,96749,200301/1200,-6.11,106.65,8,1.17,-1.24,-1.59,185.78,33.9,20.5,22.7,43.2,294.37,385.97,-0.01,0.0,352.78,353.44,916.98,922.15,214.91,281.78,293.49,963.71,342.51,296.73,15.95,6743.0,65.56,2020-03-01,12,2020-03-01 12:00:00,2020,3,1,12,1,1,1
WIII,96749,200302/0000,-6.11,106.65,8,2.28,-2.11,-2.7,211.62,34.5,17.9,22.7,40.6,683.72,802.52,-17.64,-12.89,176.8,176.61,866.67,890.97,178.01,208.94,295.62,956.25,353.06,299.44,18.3,5795.0,61.61,2020-03-02,00,2020-03-02 00:00:00,2020,3,2,0,0,0,0
WIII,96749,200302/1200,-6.11,106.65,8,9.31,-0.85,-1.73,110.02,21.3,7.3,24.3,31.6,546.98,695.89,-137.67,-62.04,177.07,175.32,694.12,807.12,81.02,103.07,294.43,914.83,354.63,302.02,17.78,5818.0,49.62,2020-03-02,12,2020-03-02 12:00:00,2020,3,2,12,0,0,0
WIII,96749,200303/0000,-6.11,106.65,8,-0.23,-2.99,-3.48,229.01,33.2,20.4,23.7,44.1,613.5,785.57,-16.69,-13.99,168.46,166.86,888.26,895.31,112.2,143.67,295.37,947.83,353.31,299.94,18.18,5802.0,55.09,2020-03-03,00,2020-03-03 00:00:00,2020,3,3,0,0,0,0
WIII,96749,200303/1200,-6.11,106.65,8,2.85,-0.64,-1.37,209.19,31.5,16.9,21.9,38.8,429.29,588.76,-74.89,-43.16,191.85,191.71,763.41,836.49,97.19,133.3,294.3,915.22,354.0,301.86,17.63,5811.0,52.62,2020-03-03,12,2020-03-03 12:00:00,2020,3,3,12,0,0,0
WIII,96749,200304/0000,-6.11,106.65,8,-0.13,-3.19,-3.74,210.2,34.4,20.4,22.9,43.3,1102.53,1266.54,-17.86,-11.04,137.82,137.52,870.26,892.68,5769.25,6627.46,295.87,947.62,355.7,300.47,18.77,5804.0,60.32,2020-03-04,00,2020-03-04 00:00:00,2020,3,4,0,0,0,1
WIII,96749,200304/1200,-6.11,106.65,8,-0.75,-0.84,-0.97,255.39,39.2,21.1,22.3,43.4,141.42,175.25,-52.13,-46.89,399.71,397.98,772.83,781.91,17.43,21.59,294.61,946.98,349.99,299.24,17.34,5788.0,67.75,2020-03-04,12,2020-03-04 12:00:00,2020,3,4,12,0,0,0
WIII,96749,200305/0000,-6.11,106.65,8,0.03,-0.72,-0.8,251.19,36.7,20.7,22.7,43.4,132.5,159.38,-55.58,-44.35,399.95,399.3,753.54,775.35,333.5,401.17,292.89,923.86,346.35,299.61,15.99,5766.0,62.4,2020-03-05,00,2020-03-05 00:00:00,2020,3,5,0,0,0,0
WIII,96749,200305/1200,-6.11,106.65,8,3.87,-1.97,-2.22,190.0,31.6,15.3,24.3,39.6,631.51,709.06,-124.07,-68.08,165.97,164.25,749.71,786.46,16.8,18.87,294.21,924.14,352.06,300.94,17.37,5800.0,56.89,2020-03-05,12,2020-03-05 12:00:00,2020,3,5,12,0,0,0
WIII,96749,200306/0000,-6.11,106.65,8,2.72,-2.67,-3.13,200.0,32.2,17.1,24.1,41.2,808.81,966.11,-52.03,-7.29,153.21,153.14,768.25,897.89,36.28,43.34,294.64,937.19,351.76,300.16,17.57,5772.0,49.15,2020-03-06,00,2020-03-06 00:00:00,2020,3,6,0,0,0,0
WIII,96749,200306/1200,-6.11,106.65,8,-0.16,-2.92,-3.39,247.79,32.7,20.7,22.3,43.0,1209.18,1385.93,-24.8,-17.64,131.26,131.27,870.86,879.51,162.2,185.91,294.11,905.55,354.83,302.58,17.61,5803.0,57.07,2020-03-06,12,2020-03-06 12:00:00,2020,3,6,12,0,0,1
WIII,96749,200307/0000,-6.11,106.65,8,1.34,-0.46,-0.57,199.41,33.4,18.5,24.5,43.0,59.27,79.61,-214.99,-179.84,453.83,452.32,658.41,670.46,64.95,87.23,292.98,933.52,345.14,298.81,15.88,5783.0,56.83,2020-03-07,00,2020-03-07 00:00:00,2020,3,7,0,1,1,1
WIII,96749,200307/1200,-6.11,106.65,8,3.46,0.64,0.48,181.22,29.1,15.5,24.5,40.0,0.0,2.17,0.0,-208.74,,586.79,,630.4,0.0,2.06,291.03,879.98,345.9,301.88,14.9,5800.0,51.41,2020-03-07,12,2020-03-07 12:00:00,2020,3,7,12,0,0,0
WIII,96749,200308/0000,-6.11,106.65,8,0.16,-0.63,-0.88,222.6,35.5,20.1,22.9,43.0,140.44,217.09,-66.85,-57.79,274.65,274.96,774.38,799.14,18.6,28.75,292.65,906.26,348.25,301.01,16.03,5783.0,58.88,2020-03-08,00,2020-03-08 00:00:00,2020,3,8,0,0,0,0
WIII,96749,200308/1200,-6.11,106.65,8,0.36,-1.22,-1.43,221.81,32.8,19.6,23.9,43.5,129.28,158.24,-136.7,-96.66,391.67,388.53,644.59,675.43,15.04,18.41,293.58,926.87,348.81,300.04,16.63,5790.0,61.25,2020-03-08,12,2020-03-08 12:00:00,2020,3,8,12,0,0,0
WIII,96749,200309/0000,-6.11,106.65,8,2.64,-1.22,-1.48,229.4,33.4,17.1,24.1,41.2,184.03,234.42,-112.93,-79.22,313.12,298.0,756.43,770.41,11.69,14.89,293.78,935.46,348.25,299.45,16.67,5791.0,56.8,2020-03-09,00,2020-03-09 00:00:00,2020,3,9,0,0,0,0
WIII,96749,200309/1200,-6.11,106.65,8,4.12,-0.88,-1.25,191.4,28.5,14.3,25.3,39.6,269.18,324.7,-215.43,-142.59,246.32,246.3,673.13,711.81,11.45,13.82,291.81,877.99,349.49,302.89,15.76,5799.0,52.11,2020-03-09,12,2020-03-09 12:00:00,2020,3,9,12,0,0,0
WIII,96749,200310/0000,-6.11,106.65,8,2.33,-2.51,-2.79,196.82,20.1,16.7,25.7,42.4,542.61,618.19,-247.4,-133.38,165.17,164.36,612.4,643.68,27.55,31.38,293.63,916.63,350.73,301.04,16.88,5808.0,47.72,2020-03-10,00,2020-03-10 00:00:00,2020,3,10,0,0,0,0
WIII,96749,200310/1200,-6.11,106.65,8,-1.11,-3.22,-3.73,243.41,35.2,21.2,23.5,44.7,1177.16,1326.09,-31.09,-19.37,139.37,139.27,869.18,879.03,108.87,122.64,294.17,905.33,355.13,302.66,17.68,5807.0,58.52,2020-03-10,12,2020-03-10 12:00:00,2020,3,10,12,0,1,1
WIII,96749,200311/0000,-6.11,106.65,8,-0.09,-2.36,-2.94,244.02,36.4,19.9,23.5,43.4,1250.91,1404.32,-43.47,-30.1,160.91,160.89,814.46,835.01,67.49,75.77,295.24,937.91,354.38,300.71,18.23,5811.0,58.51,2020-03-11,00,2020-03-11 00:00:00,2020,3,11,0,0,0,0
WIII,96749,200311/1200,-6.11,106.65,8,-0.38,-3.38,-4.01,231.61,33.8,20.2,23.5,43.7,1415.77,1615.72,-47.54,-28.59,152.11,152.11,836.99,860.47,63.64,72.62,295.38,924.0,357.51,302.14,18.7,5799.0,56.52,2020-03-11,12,2020-03-11 12:00:00,2020,3,11,12,1,1,1
WIII,96749,200312/0000,-6.11,106.65,8,-0.27,-1.46,-1.69,258.61,38.3,21.0,22.3,43.3,319.6,381.07,-39.81,-34.96,231.27,231.0,839.92,853.73,17.32,20.65,294.1,936.42,349.48,299.69,16.99,5781.0,63.7,2020-03-12,00,2020-03-12 00:00:00,2020,3,12,0,1,1,1
WIII,96749,200312/1200,-6.11,106.65,8,-0.57,-1.88,-2.05,290.43,39.3,20.9,21.1,42.0,1362.62,1433.67,-4.74,-5.15,140.93,140.95,914.98,918.9,227.67,239.55,297.14,977.64,356.63,299.08,19.65,5812.0,75.29,2020-03-12,12,2020-03-12 12:00:00,2020,3,12,12,1,1,1
WIII,96749,200313/0000,-6.11,106.65,8,0.44,-0.03,-0.31,206.2,33.6,20.0,23.1,43.1,41.18,78.26,-183.29,-144.53,386.22,379.59,627.36,649.2,2.22,4.22,293.67,952.1,345.08,297.83,16.26,5784.0,55.24,2020-03-13,00,2020-03-13 00:00:00,2020,3,13,0,0,0,0
WIII,96749,200313/1200,-6.11,106.65,8,-0.29,-0.98,-1.33,216.41,31.8,20.0,24.1,44.1,181.85,265.23,-220.93,-157.02,271.04,270.57,621.66,656.0,199.67,291.22,292.12,887.25,349.22,302.3,15.86,5807.0,52.1,2020-03-13,12,2020-03-13 12:00:00,2020,3,13,12,0,0,0
WIII,96749,200314/0000,-6.11,106.65,8,0.16,-2.42,-2.98,213.78,31.7,20.1,23.3,43.4,921.35,1081.42,-44.04,-29.7,165.12,164.79,802.22,849.96,1312.9,1540.98,294.75,937.57,352.21,300.25,17.69,5795.0,53.62,2020-03-14,00,2020-03-14 00:00:00,2020,3,14,0,0,0,1
WIII,96749,200314/1200,-6.11,106.65,8,-1.3,-5.36,-6.05,201.39,37.6,21.3,24.3,45.6,2255.86,2463.48,-10.9,-4.8,137.65,137.54,883.57,907.57,982.83,1073.28,296.13,930.51,359.99,302.3,19.44,5803.0,61.03,2020-03-14,12,2020-03-14 12:00:00,2020,3,14,12,1,1,1
WIII,96749,200315/0000,-6.11,106.65,8,-0.23,-2.21,-2.75,204.6,33.4,20.2,24.1,44.3,795.14,911.03,-117.28,-78.57,188.03,187.84,630.7,759.06,523.75,600.08,294.16,928.84,351.03,300.45,17.21,5791.0,54.92,2020-03-15,00,2020-03-15 00:00:00,2020,3,15,0,0,0,1
WIII,96749,200315/1200,-6.11,106.65,8,-2.55,-4.58,-5.07,224.79,39.9,22.2,25.3,47.5,1680.72,1818.86,-22.14,-14.51,138.56,138.52,834.9,843.2,178.31,192.97,295.01,917.51,356.88,302.37,18.37,5779.0,64.95,2020-03-15,12,2020-03-15 12:00:00,2020,3,15,12,1,1,1
WIII,96749,200316/0000,-6.11,106.65,8,-2.03,-3.66,-4.29,215.61,39.5,22.3,24.1,46.4,1183.7,1327.66,-37.1,-28.23,172.29,172.23,833.08,856.35,475.51,533.34,295.02,937.13,353.49,300.56,17.99,5785.0,59.94,2020-03-16,00,2020-03-16 00:00:00,2020,3,16,0,0,0,1
WIII,96749,200316/1200,-6.11,106.65,8,-0.38,-1.2,-1.46,224.98,36.8,20.1,23.9,44.0,290.24,354.05,-117.84,-96.45,317.33,317.24,745.81,795.24,24.3,29.64,294.78,948.87,350.45,299.25,17.5,5789.0,62.36,2020-03-16,12,2020-03-16 12:00:00,2020,3,16,12,1,1,1
WIII,96749,200318/0000,-6.11,106.65,8,-0.95,-2.91,-3.36,228.41,36.5,21.4,22.9,44.3,1032.78,1172.72,-8.61,-5.24,156.49,156.41,883.05,907.97,175.07,198.79,295.61,952.38,353.65,299.77,18.37,5779.0,61.26,2020-03-18,00,2020-03-18 00:00:00,2020,3,18,0,1,1,1
WIII,96749,200318/1200,-6.11,106.65,8,1.31,-2.09,-2.58,195.61,33.2,19.0,23.1,42.1,400.0,483.72,-71.63,-43.12,236.82,236.73,791.87,850.7,12814.64,15496.84,293.95,921.89,351.24,300.88,17.13,5800.0,58.56,2020-03-18,12,2020-03-18 12:00:00,2020,3,18,12,0,0,0
WIII,96749,200319/0000,-6.11,106.65,8,0.05,-2.65,-3.17,196.79,36.2,20.3,23.3,43.6,1150.19,1271.69,-22.39,-10.78,116.63,116.28,778.81,874.02,128.28,141.83,295.35,953.14,352.31,299.44,18.05,5790.0,60.43,2020-03-19,00,2020-03-19 00:00:00,2020,3,19,0,0,1,1
WIII,96749,200319/1200,-6.11,106.65,8,-0.73,-1.96,-2.63,210.98,37.4,21.0,23.1,44.1,545.45,637.69,-41.03,-35.18,199.89,199.89,824.8,836.02,72.99,85.33,294.44,933.69,351.46,300.28,17.43,5774.0,63.25,2020-03-19,12,2020-03-19 12:00:00,2020,3,19,12,1,1,1
WIII,96749,200320/0000,-6.11,106.65,8,0.73,-0.28,-0.58,217.0,34.5,20.0,22.1,42.1,69.59,120.31,-94.32,-71.9,335.69,330.63,657.41,692.68,3.59,6.2,293.51,937.36,346.78,299.0,16.36,5788.0,59.1,2020-03-20,00,2020-03-20 00:00:00,2020,3,20,0,0,1,1
WIII,96749,200320/1200,-6.11,106.65,8,-0.46,-1.56,-1.8,225.78,37.4,21.0,23.1,44.1,281.1,344.44,-55.88,-45.92,350.89,349.48,819.58,831.36,7.25,8.88,293.92,936.68,348.65,299.48,16.8,5781.0,61.23,2020-03-20,12,2020-03-20 12:00:00,2020,3,20,12,0,0,0
WIII,96749,200321/0000,-6.11,106.65,8,2.38,-0.26,-0.63,178.2,32.0,17.7,23.7,41.4,31.95,93.3,-163.98,-119.24,365.59,359.42,670.55,695.21,12.69,37.04,292.48,920.91,345.12,299.47,15.61,5778.0,50.25,2020-03-21,00,2020-03-21 00:00:00,2020,3,21,0,0,0,0
WIII,96749,200321/1200,-6.11,106.65,8,0.57,-2.25,-2.87,225.39,30.4,19.6,22.7,42.3,1177.27,1332.69,-46.39,-23.38,152.95,152.93,722.87,861.1,217.69,246.43,294.77,927.33,354.06,301.21,17.91,5793.0,56.2,2020-03-21,12,2020-03-21 12:00:00,2020,3,21,12,0,1,1
WIII,96749,200322/0000,-6.11,106.65,8,0.91,-1.19,-1.33,217.38,35.1,20.3,21.7,42.0,309.98,363.27,-23.65,-20.22,332.58,331.83,868.67,877.48,28858.17,33819.57,293.59,934.21,347.63,299.37,16.49,5760.0,61.97,2020-03-22,00,2020-03-22 00:00:00,2020,3,22,0,1,1,1
WIII,96749,200322/1200,-6.11,106.65,8,1.47,-1.14,-1.39,181.19,32.8,18.7,23.7,42.4,90.14,142.75,-141.89,-97.53,282.83,280.75,682.95,730.48,38.94,61.67,292.65,910.75,347.47,300.58,15.97,5803.0,53.84,2020-03-22,12,2020-03-22 12:00:00,2020,3,22,12,1,1,1
WIII,96749,200323/1200,-6.11,106.65,8,-0.24,-2.63,-2.99,204.58,33.2,20.4,23.9,44.3,613.55,694.31,-82.89,-41.38,,,671.25,734.05,36.19,40.96,294.14,924.46,351.65,300.82,17.26,5804.0,59.37,2020-03-23,12,2020-03-23 12:00:00,2020,3,23,12,0,0,0
WIII,96749,200324/0000,-6.11,106.65,8,2.26,-2.05,-2.41,168.81,30.3,17.9,23.9,41.8,434.19,515.72,-108.29,-57.14,194.34,193.45,669.04,706.1,38.16,45.33,293.91,935.01,348.87,299.63,16.83,5790.0,54.2,2020-03-24,00,2020-03-24 00:00:00,2020,3,24,0,1,1,1
WIII,96749,200324/1200,-6.11,106.65,8,0.84,-3.35,-4.05,202.41,34.7,19.5,22.7,42.2,801.84,961.7,-22.04,-7.64,,,869.87,892.95,117.63,141.08,295.56,936.2,356.19,301.19,18.65,5808.0,57.73,2020-03-24,12,2020-03-24 12:00:00,2020,3,24,12,0,0,1
WIII,96749,200325/0000,-6.11,106.65,8,-0.37,-0.92,-1.04,207.78,34.5,21.1,23.3,44.4,67.53,96.31,-121.3,-98.52,373.14,372.57,676.81,687.91,73.96,105.49,293.16,937.38,345.31,298.66,16.0,5774.0,58.63,2020-03-25,00,2020-03-25 00:00:00,2020,3,25,0,0,0,1
WIII,96749,200325/1200,-6.11,106.65,8,-1.8,-2.23,-2.77,217.6,40.0,21.8,23.7,45.5,568.91,653.77,-72.49,-53.27,193.66,193.06,750.69,771.01,99.83,114.72,294.03,918.41,352.21,301.28,17.26,5809.0,62.69,2020-03-25,12,2020-03-25 12:00:00,2020,3,25,12,1,1,1
